[-28.844755, 18.788761] - label 0
[6.928999, -0.110553] - label 1
[-23.77949, -15.465178] - label 0
[-1.552553, -5.585879] - label 1
[-34.933243, -8.030869] - label 0
[-13.275323, -17.553408] - label 0
[-29.63416, -3.893933] - label 0
[-37.125385, -13.689917] - label 0
[-0.825755, -3.386563] - label 1
[4.003342, -22.924055] - label 1
[-12.24807, -10.315638] - label 0
[-22.83616, -10.866802] - label 0
[10.885266, -7.201987] - label 1
[6.979354, 1.835612] - label 1
[-5.841166, -31.610233] - label 0
[-10.12978, -3.766823] - label 1
[-24.090014, -6.870861] - label 0
[-14.58121, -17.668768] - label 0
[-41.915874, -12.973189] - label 0
[-12.232963, -15.136189] - label 0
[7.704474, -20.887096] - label 1
[-27.423552, -6.970199] - label 0
[-21.844156, -21.140247] - label 0
[-12.521668, 2.183828] - label 1
[7.061602, -24.876629] - label 1
[-28.496124, -22.066332] - label 0
[4.889599, -28.23275] - label 0
[6.464049, -24.378872] - label 1
[6.079669, -13.261589] - label 1
[-29.274958, 0.6489] - label 0
[-18.141346, -6.23104] - label 0
[-41.610386, -17.373959] - label 0
[-3.501312, -21.54294] - label 0
[-5.696814, -26.191519] - label 0
[-33.78681, -17.07274] - label 0
[-32.11333, -0.213095] - label 0
[12.419431, -4.211173] - label 1
[-33.731422, -12.105853] - label 0
[8.585696, -18.374813] - label 1
[4.656285, -28.673895] - label 0
[-27.616581, -23.28509] - label 0
[-5.564211, -20.594423] - label 0
[12.36404, -14.780496] - label 1
[-8.02324, -13.020188] - label 0
[-4.145863, -12.462615] - label 1
[-26.423155, -1.570711] - label 0
[12.348933, -29.93324] - label 1
[4.569002, -25.77067] - label 0
[-15.960952, -26.918928] - label 0
[-7.011093, -9.433348] - label 0
[-7.224265, -4.071245] - label 1
[5.848033, -10.062487] - label 1
[5.116199, 1.297266] - label 1
[8.417844, -31.754433] - label 0
[-40.275963, -2.25753] - label 0
[4.537111, -8.667486] - label 1
[-1.178243, -12.785195] - label 1
[-11.621982, -23.592714] - label 0
[-7.106769, 1.781137] - label 1
[-29.330347, -3.614078] - label 0
[10.410245, -18.709143] - label 1
[-15.173727, -7.446593] - label 0
[1.742378, -3.823435] - label 1
[5.958815, -31.442533] - label 0
[-35.9991, -27.878124] - label 0
[-36.771217, -28.810617] - label 0
[11.038011, -19.17806] - label 1
[-1.460234, -14.084063] - label 1
[-34.71, -26.469236] - label 0
[-3.012864, -2.364345] - label 1
[-14.260613, -13.349178] - label 0
[-27.905287, -5.365841] - label 0
[-21.360744, -23.962294] - label 0
[1.253929, -8.801004] - label 1
[-34.711678, -5.711921] - label 0
[-25.646002, -13.139821] - label 0
[-21.461454, -27.308802] - label 0
[-3.894086, -27.258598] - label 0
[12.254936, -2.92085] - label 1
[-0.045244, -27.034288] - label 0
[-29.546877, -10.70658] - label 0
[-35.881603, -13.387631] - label 0
[-24.642246, -1.511963] - label 0
[2.694098, -6.834544] - label 1
[-8.966567, -21.019547] - label 0
[-37.716225, -8.04796] - label 0
[1.886731, -21.119953] - label 1
[-2.848369, -6.487396] - label 1
[-22.297358, 1.19686] - label 0
[-6.670354, -31.61771] - label 0
[-15.541322, -28.32995] - label 0
[-25.315332, -13.731574] - label 0
[2.628636, -14.977035] - label 1
[-33.605534, -8.940931] - label 0
[-22.81434, -31.146658] - label 0
[-36.20388, -30.34341] - label 0
[-8.944746, -13.096026] - label 0
[-32.90391, -4.892651] - label 0
[-13.809091, -29.095814] - label 0
[-40.114826, -8.026597] - label 0
[-30.973618, -2.272485] - label 0
[11.957839, -0.565584] - label 1
[-40.4841, -28.945204] - label 0
[-0.634404, -24.911879] - label 0
[-39.53238, -0.703375] - label 0
[2.217399, -15.093463] - label 1
[-23.59653, -21.049456] - label 0
[-6.841563, -2.679449] - label 1
[-26.344263, -9.834971] - label 0
[-12.984939, -13.087481] - label 0
[-24.063158, -21.328241] - label 0
[-20.429167, -14.326533] - label 0
[-32.94084, -19.144947] - label 0
[-34.053696, -17.705084] - label 0
[-39.920116, -3.858684] - label 0
[-28.462555, -27.532043] - label 0
[-40.453888, -6.554689] - label 0
[1.002152, -9.339351] - label 1
[11.074938, -4.104358] - label 1
[3.242973, -28.669622] - label 0
[9.98558, -4.463256] - label 1
[-22.127827, -29.93965] - label 0
[-41.788307, -7.753151] - label 0
[-8.88432, -2.433775] - label 1
[11.200827, -21.410488] - label 1
[6.631901, -2.945418] - label 1
[-41.001083, -10.200278] - label 0
[-40.79798, -12.094104] - label 0
[-41.687595, -29.356441] - label 0
[-23.205435, -3.861888] - label 0
[-40.329678, -1.639073] - label 0
[-31.089434, -30.374386] - label 0
[-23.534426, -16.59528] - label 0
[-28.244347, -1.44467] - label 0
[-39.899975, -17.787333] - label 0
[-26.866283, -10.952254] - label 0
[-2.09975, -1.290857] - label 1
[2.593387, -14.519868] - label 1
[-16.922743, -11.232109] - label 0
[-20.256279, -25.596561] - label 0
[-31.576204, -5.63715] - label 0
[-3.746376, -19.42053] - label 0
[-32.041153, 1.595279] - label 0
[-25.536898, -11.915723] - label 0
[-21.74009, -25.641422] - label 0
[-16.889172, -28.05971] - label 0
[-26.307337, -27.178488] - label 0
[-11.887188, -6.734138] - label 0
[-12.751625, -31.532257] - label 0
[-11.101642, -21.616642] - label 0
[-23.774452, -0.087054] - label 0
[-21.768623, -25.105213] - label 0
[-30.552309, 1.200064] - label 0
[-38.98015, -19.857403] - label 0
[-24.722816, -18.18041] - label 0
[-34.929886, -4.9279] - label 0
[-17.908031, -4.856334] - label 0
[4.236656, -6.070818] - label 1
[-29.506592, -20.488678] - label 0
[-18.030563, -27.213736] - label 0
[-6.067766, -6.315424] - label 1
[-9.290521, -22.6442] - label 0
[-28.024462, -14.123585] - label 0
[5.096057, -6.953108] - label 1
[-32.047867, -31.907179] - label 0
[-25.543612, -17.24044] - label 0
[-9.822611, -20.004807] - label 0
[-27.428587, -9.629887] - label 0
[-21.536987, -21.008865] - label 0
[-19.856792, 0.37225] - label 0
[5.186697, -14.200491] - label 1
[2.969375, -3.343837] - label 1
[-22.44171, -7.812967] - label 0
[-8.72486, -19.117176] - label 0
[-29.62241, -4.903333] - label 0
[-11.821726, -26.568575] - label 0
[-19.041033, -21.102863] - label 0
[-27.250664, 2.377163] - label 0
[-39.560917, -0.03151] - label 0
[-9.347591, -1.522645] - label 1
[-41.769844, -14.669408] - label 0
[-17.201376, -13.363063] - label 0
[-31.227074, -5.445952] - label 0
[-39.96376, 1.814249] - label 0
[-22.629704, -3.343837] - label 0
[-10.710547, -20.1693] - label 0
[-40.727486, -18.799936] - label 0
[-20.84376, -3.9185] - label 0
[-1.228599, -19.659796] - label 0
[-4.588992, -17.43057] - label 0
[7.481231, -19.011429] - label 1
[-5.607852, -3.71662] - label 1
[-21.436277, -31.13277] - label 0
[-20.268028, -5.659581] - label 0
[-18.89668, -21.363491] - label 0
[-34.579075, -21.095387] - label 0
[6.329768, -28.177206] - label 0
[-19.36163, -7.685858] - label 0
[-30.068895, -23.224203] - label 0
[-5.649815, -14.588229] - label 0
[-17.810678, -2.638859] - label 0
[-4.865947, -15.468383] - label 0
[-19.898754, -15.392544] - label 0
[-5.807596, -14.878765] - label 0
[-11.724372, -26.956312] - label 0
[-32.971054, -2.539521] - label 0
[-7.242729, -24.076586] - label 0
[-3.242821, -12.552339] - label 1
[-20.439238, -13.938795] - label 0
[-25.496613, -2.071673] - label 0
[2.073046, -8.4859] - label 1
[-0.112384, -16.477783] - label 1
[4.085589, -32.191303] - label 0
[12.031693, -5.566652] - label 1
[-22.344357, 0.943709] - label 0
[-40.92219, -2.806558] - label 0
[-37.469482, -22.131489] - label 0
[-28.309809, -32.17528] - label 0
[-28.674047, -21.30047] - label 0
[-21.520203, 0.390408] - label 0
[7.205954, 2.334437] - label 1
[-11.141926, -18.632236] - label 0
[-16.73307, -15.271844] - label 0
[-13.735237, -27.124012] - label 0
[-14.636601, 1.535463] - label 0
[-2.747658, -19.83497] - label 0
[-27.44705, -30.673468] - label 0
[-5.626316, 1.368831] - label 1
[-38.067036, -2.878124] - label 0
[-21.624271, -20.01976] - label 0
[12.050157, 2.429502] - label 1
[7.635655, -1.969131] - label 1
[6.606723, -11.466033] - label 1
[-29.676123, -19.589296] - label 0
[-17.302088, -17.748878] - label 0
[-32.731026, -16.654028] - label 0
[-39.708626, -21.161612] - label 0
[0.968581, -12.550203] - label 1
[-37.843792, -21.67539] - label 0
[3.748207, -11.635868] - label 1
[5.972243, -30.058214] - label 0
[0.510346, -29.579683] - label 0
[-12.160787, -16.105] - label 0
[9.050645, -3.677099] - label 1
[8.902936, -2.814035] - label 1
[-31.582918, -1.713843] - label 0
[-35.693607, -12.29812] - label 0
[-41.724525, -6.359218] - label 0
[-8.788644, -6.693548] - label 0
[9.738838, -4.671545] - label 1
[-9.941786, -19.872356] - label 0
[-9.349269, -9.70893] - label 0
[-19.140064, -28.221] - label 0
[-34.22323, -8.790323] - label 0
[3.667638, -1.27163] - label 1
[-25.11559, -25.451292] - label 0
[4.985275, -30.472654] - label 0
[-40.84666, -9.591433] - label 0
[-40.680485, -31.867657] - label 0
[-11.06975, -22.890942] - label 0
[7.612156, -5.980026] - label 1
[-16.75489, -13.97618] - label 0
[-18.282343, -0.674535] - label 0
[9.101001, -0.416044] - label 1
[-33.25808, -25.271845] - label 0
[-34.018448, -22.039627] - label 0
[5.346156, -6.708502] - label 1
[-36.442226, -17.62711] - label 0
[-9.174703, -1.027024] - label 1
[-21.956617, -4.508118] - label 0
[-1.864757, -15.952254] - label 1
[-14.806131, -13.086413] - label 0
[9.594485, -7.867443] - label 1
[-19.593266, -15.817667] - label 0
[-0.515229, -3.951613] - label 1
[-16.127125, -2.702948] - label 0
[-5.725349, -2.761696] - label 1
[-8.711432, -22.790537] - label 0
[-27.336267, -24.04561] - label 0
[-31.948835, -28.736916] - label 0
[-7.811747, -31.06441] - label 0
[12.447966, -8.961226] - label 1
[-33.409145, -26.205404] - label 0
[-39.22857, 0.581606] - label 0
[-24.298151, -8.170797] - label 0
[-10.12978, -4.514527] - label 0
[-18.010422, -21.5141] - label 0
[5.044023, -14.215445] - label 1
[0.584201, -21.812113] - label 0
[-26.169699, -6.855907] - label 0
[-18.092669, -32.259666] - label 0
[-16.422544, -19.703588] - label 0
[-41.29818, 0.046464] - label 0
[-16.67768, -1.793954] - label 0
[-8.379086, -2.660222] - label 1
[-32.086475, -21.070818] - label 0
[-29.872509, -4.339351] - label 0
[-40.13161, -15.366909] - label 0
[-42.08037, -20.212027] - label 0
[-3.083361, -9.250694] - label 1
[-15.407041, -29.648045] - label 0
[-24.296473, -21.27804] - label 0
[-27.245628, -7.659154] - label 0
[-0.357448, -23.67069] - label 0
[-32.66892, -8.276543] - label 0
[-18.666723, -18.962294] - label 0
[-18.740578, -5.592288] - label 0
[-27.410124, -0.635014] - label 0
[9.295709, -20.754646] - label 1
[-27.532656, -2.282098] - label 0
[-35.84132, -30.676672] - label 0
[-28.679083, -2.329096] - label 0
[-23.260826, -11.775796] - label 0
[-28.67069, -28.840527] - label 0
[-10.448698, 0.512177] - label 1
[-28.544802, -21.44467] - label 0
[-34.802315, -26.861248] - label 0
[-12.662664, -4.918287] - label 0
[-30.953476, 2.002243] - label 0
[-15.959273, -26.437193] - label 0
[-37.18917, -24.641636] - label 0
[12.169332, -26.050524] - label 1
[-1.69187, -21.664707] - label 0
[-14.702063, -2.399594] - label 0
[-11.950972, 0.231254] - label 1
[-5.81431, -13.208182] - label 0
[-38.056965, -26.15627] - label 0
[-9.251915, -22.576906] - label 0
[-13.206503, -31.454283] - label 0
[12.249901, -9.621342] - label 1
[-2.203818, -8.697394] - label 1
[-1.297418, -0.480132] - label 1
[-16.18923, -12.618564] - label 0
[-11.096606, -18.217794] - label 0
[5.576113, -15.047533] - label 1
[-31.86491, 2.34405] - label 0
[-6.410184, -4.691839] - label 1
[-12.070147, -9.686499] - label 0
[-40.08965, -2.090899] - label 0
[-4.066973, -2.053514] - label 1
[-34.446472, -28.011642] - label 0
[-3.717841, -31.177633] - label 0
[-17.268517, -11.067614] - label 0
[-21.491669, -17.03215] - label 0
[-16.350368, -22.862103] - label 0
[-39.6012, -30.60831] - label 0
[10.059435, -21.410488] - label 1
[-32.193897, -5.992843] - label 0
[5.317621, -16.137043] - label 1
[-33.118763, -26.611301] - label 0
[-11.851939, -10.22805] - label 0
[11.667455, -7.630314] - label 1
[-35.174946, -3.619419] - label 0
[-37.444305, -29.099016] - label 0
[-5.977126, -7.397458] - label 1
[-26.429869, -1.808908] - label 0
[-34.008377, -2.897351] - label 0
[3.909345, -25.455564] - label 0
[5.374691, -6.286584] - label 1
[-8.231376, -16.07509] - label 0
[-40.7342, -31.896496] - label 0
[-9.112598, -32.352596] - label 0
[-20.158924, -10.104144] - label 0
[-17.229912, -17.773445] - label 0
[3.195975, -13.03621] - label 1
[-14.906842, -3.188955] - label 0
[-31.341211, -3.869366] - label 0
[4.219871, -11.812113] - label 1
[10.274285, -23.023392] - label 1
[12.333827, -11.164815] - label 1
[-10.312738, -27.012924] - label 0
[-7.867138, -29.038134] - label 0
[-32.856915, -13.254112] - label 0
[9.559236, -7.960372] - label 1
[-10.185171, -31.596348] - label 0
[-27.467194, -5.236595] - label 0
[-30.807444, -15.857189] - label 0
[-28.830149, 1.937086] - label 0
[6.737648, -16.161612] - label 1
[-22.56592, -5.767464] - label 0
[-40.477386, -30.344479] - label 0
[-35.297478, 1.297266] - label 0
[-19.898754, -15.205618] - label 0
[-4.782022, -25.814463] - label 0
[-2.719123, -10.905255] - label 1
[-39.116108, -30.42459] - label 0
[-17.953352, -14.273125] - label 0
[10.38171, -31.264153] - label 1
[10.376675, -24.311579] - label 1
[-26.931746, 1.729865] - label 0
[-12.90437, -0.680944] - label 0
[-32.35168, -30.208822] - label 0
[-32.423855, -18.45172] - label 0
[11.046403, -23.606602] - label 1
[6.433836, -9.872356] - label 1
[-9.518799, -0.081713] - label 1
[-25.03502, -6.494873] - label 0
[-40.77952, -1.555757] - label 0
[-18.436766, -27.378231] - label 0
[-26.062273, -20.405361] - label 0
[-33.21444, -1.677526] - label 0
[-15.818278, -29.071245] - label 0
[-12.662664, -26.420103] - label 0
[-18.077562, -16.16802] - label 0
[-19.344845, -17.704016] - label 0
[-13.377712, -23.618351] - label 0
[-25.654392, -1.138112] - label 0
[-36.18877, -21.835611] - label 0
[-27.848215, -29.793312] - label 0
[-32.344967, -2.504273] - label 0
[-14.290826, -30.432066] - label 0
[0.443205, -20.974686] - label 0
[-6.215476, -1.32931] - label 1
[5.415153, 3.488969] - label 1
[16.350006, 12.460562] - label 1
[9.167333, 17.648712] - label 1
[16.253418, 4.9459] - label 1
[1.352812, 18.421103] - label 1
[1.921786, 6.707849] - label 1
[19.648886, 7.883963] - label 1
[4.797867, 17.598925] - label 1
[2.638883, 6.318029] - label 1
[20.203962, 6.631147] - label 1
[3.17009, 2.827806] - label 1
[0.608364, 11.485781] - label 1
[3.700571, 4.84284] - label 1
[6.080348, 4.845812] - label 1
[8.635222, 3.925329] - label 1
[15.794351, 11.211427] - label 1
[5.655617, 11.285679] - label 1
[13.789663, 7.717515] - label 1
[5.006639, 27.234892] - label 1
[1.459243, 1.234028] - label 1
[14.336329, 7.87591] - label 1
[1.032028, 0.401966] - label 1
[39.723083, 10.725265] - label 1
[2.535317, 26.722889] - label 1
[7.189605, 5.17419] - label 1
[0.901597, 11.193651] - label 1
[5.178799, 0.504472] - label 1
[1.720773, 7.643835] - label 1
[3.470816, 19.933767] - label 1
[8.675107, 13.4818] - label 1
[0.571782, 0.533401] - label 1
[13.63574, 9.118601] - label 1
[17.067032, 8.837736] - label 1
[1.826451, 14.047441] - label 1
[8.177591, 3.455283] - label 1
[9.569957, 11.601949] - label 1
[0.015882, 0.174555] - label 1
[33.02113, 0.20379] - label 1
[0.457399, 2.827806] - label 1
[13.109272, 14.598273] - label 1
[5.414628, 43.688988] - label 1
[15.955572, 0.824081] - label 1
[16.403374, 3.346367] - label 1
[2.737913, 9.18414] - label 1
[1.576461, 2.190548] - label 1
[14.623269, 0.363597] - label 1
[3.894648, 8.860658] - label 1
[13.316314, 61.344975] - label 1
[39.079723, 8.41688] - label 1
[1.98821, 14.103554] - label 1
[10.916176, 28.480946] - label 1
[20.735687, 32.1179] - label 1
[0.225616, 6.571502] - label 1
[18.977407, 28.397043] - label 1
[3.133283, 5.19777] - label 1
[4.573095, 11.671322] - label 1
[10.412657, 20.524343] - label 1
[15.660496, 0.82607] - label 1
[0.989148, 19.044815] - label 1
[4.397698, 6.441056] - label 1
[18.29481, 2.426975] - label 1
[3.176796, 3.08248] - label 1
[1.562893, 4.875088] - label 1
[1.713525, 6.116852] - label 1
[24.302437, 4.8731] - label 1
[2.88873, 23.43608] - label 1
[4.699243, 10.286372] - label 1
[4.862673, 3.043925] - label 1
[8.988048, 4.784563] - label 1
[2.012813, 3.322513] - label 1
[33.895767, 29.605598] - label 1
[5.870667, 7.196497] - label 1
[6.775524, 26.379898] - label 1
[2.26223, 0.206593] - label 1
[38.76556, 4.575506] - label 1
[5.161909, 2.455413] - label 1
[28.195435, 35.619926] - label 1
[11.619491, 4.985012] - label 1
[4.79836, 9.646537] - label 1
[2.757597, 0.314032] - label 1
[2.2856, 0.182011] - label 1
[2.047209, 7.540809] - label 1
[5.942838, 20.469835] - label 1
[6.283645, 4.949404] - label 1
[0.795952, 4.683143] - label 1
[12.991101, 6.765914] - label 1
[7.820386, 5.22192] - label 1
[1.227815, 7.520071] - label 1
[18.327188, 2.85944] - label 1
[7.124677, 2.456194] - label 1
[3.088296, 1.855067] - label 1
[1.297065, 4.453758] - label 1
[9.374019, 13.293225] - label 1
[30.428148, 4.306209] - label 1
[41.78577, 1.962553] - label 1
[0.644755, 2.746344] - label 1
[0.411183, 10.965392] - label 1
[1.428215, 26.910143] - label 1
[13.277094, 17.32599] - label 1
[3.291503, 9.365451] - label 1
[5.618079, 4.191853] - label 1
[9.061794, 42.130283] - label 1
[6.882457, 0.323799] - label 1
[4.7698, 6.768315] - label 1
[1.873821, 1.525853] - label 1
[7.645146, 31.068844] - label 1
[19.087952, 3.753734] - label 1
[0.997574, 22.900597] - label 1
[9.091293, 54.4135] - label 1
[4.318422, 0.392439] - label 1
[0.019857, 11.206746] - label 1
[7.798396, 0.792648] - label 1
[2.193968, 13.792087] - label 1
[8.885858, 4.782593] - label 1
[1.991561, 5.347721] - label 1
[17.86858, 10.453373] - label 1
[2.274483, 4.845812] - label 1
[2.786589, 1.61082] - label 1
[5.530151, 15.74855] - label 1
[0.80091, 9.890521] - label 1
[8.178974, 1.450418] - label 1
[5.848186, 6.645373] - label 1
[13.066344, 8.492224] - label 1
[13.887082, 3.612589] - label 1
[2.931599, 6.168182] - label 1
[7.113483, 3.976979] - label 1
[8.520803, 5.707867] - label 1
[5.826301, 67.33616] - label 1
[0.463471, 23.247099] - label 1
[4.938396, 1.171042] - label 1
[17.369232, 3.250023] - label 1
[35.760696, 12.500962] - label 1
[7.800393, 16.926748] - label 1
[6.305408, 4.10498] - label 1
[0.116031, 4.752114] - label 1
[22.423897, 9.984504] - label 1
[11.120077, 37.302204] - label 1
[13.634547, 0.304274] - label 1
[41.395096, 5.800649] - label 1
[4.459, 7.115348] - label 1
[7.349335, 0.575337] - label 1
[5.070282, 0.59216] - label 1
[27.073484, 7.108511] - label 1
[4.618034, 27.546532] - label 1
[7.980432, 41.414272] - label 1
[12.637179, 3.99198] - label 1
[15.969125, 14.497612] - label 1
[4.977479, 6.424217] - label 1
[2.013186, 1.911805] - label 1
[5.304574, 20.548138] - label 1
[0.395614, 2.165883] - label 1
[4.443758, 10.937108] - label 1
[14.682718, 9.944824] - label 1
[3.451834, 15.091103] - label 1
[15.870159, 1.372747] - label 1
[0.38197, 25.44738] - label 1
[26.753855, 26.26532] - label 1
[4.020224, 0.345574] - label 1
[5.262645, 10.842802] - label 1
[15.018216, 3.370706] - label 1
[3.130361, 0.713674] - label 1
[1.019517, 2.364539] - label 1
[3.968806, 29.736088] - label 1
[9.932457, 0.71728] - label 1
[6.116289, 2.394351] - label 1
[8.238618, 0.472106] - label 1
[4.801813, 4.591433] - label 1
[18.629301, 4.464721] - label 1
[12.365524, 3.306359] - label 1
[3.326343, 22.179773] - label 1
[5.740324, 8.371663] - label 1
[13.567951, 5.346158] - label 1
[9.536637, 5.790297] - label 1
[34.07842, 0.342099] - label 1
[5.498368, 4.768325] - label 1
[31.819372, 24.54815] - label 1
[4.375929, 5.983837] - label 1
[5.061672, 22.840502] - label 1
[13.254095, 9.616953] - label 1
[0.67442, 1.135765] - label 1
[3.461752, 23.64817] - label 1
[13.716014, 1.277279] - label 1
[0.076589, 13.586933] - label 1
[8.400607, 16.991636] - label 1
[28.118961, 4.057245] - label 1
[2.986164, 6.821299] - label 1
[3.213342, 5.20393] - label 1
[3.247489, 3.99744] - label 1
[3.475567, 1.91624] - label 1
[3.667046, 16.163897] - label 1
[6.731154, 20.012482] - label 1
[0.533079, 1.683867] - label 1
[8.040946, 10.23783] - label 1
[17.772469, 7.007753] - label 1
[5.645951, 3.293623] - label 1
[25.675468, 10.946223] - label 1
[2.31787, 5.8965] - label 1
[1.512353, 3.893747] - label 1
[39.12542, 21.413488] - label 1
[8.90889, 9.294078] - label 1
[6.996074, 5.238396] - label 1
[1.075093, 11.560167] - label 1
[14.714569, 0.12159] - label 1
[3.398104, 6.519236] - label 1
[3.340824, 27.133133] - label 1
[11.934587, 0.521498] - label 1
[2.473375, 0.420728] - label 1
[0.406097, 16.724821] - label 1
[2.264909, 4.643736] - label 1
[30.872957, 1.148081] - label 1
[26.114563, 1.799744] - label 1
[3.172604, 3.40754] - label 1
[3.760844, 2.772485] - label 1
[3.021193, 19.10031] - label 1
[6.057951, 0.710725] - label 1
[16.768799, 14.36196] - label 1
[0.367396, 4.229982] - label 1
[0.43538, 7.522013] - label 1
[6.499342, 6.403931] - label 1
[3.077496, 1.536879] - label 1
[6.849107, 13.381249] - label 1
[17.463276, 6.24254] - label 1
[3.762622, 7.979755] - label 1
[13.783606, 1.719685] - label 1
[2.721874, 8.973813] - label 1
[11.019444, 14.34145] - label 1
[17.204193, 2.434758] - label 1
[0.230924, 48.403492] - label 1
[3.842524, 25.994753] - label 1
[34.61807, 20.781912] - label 1
[11.410989, 3.596396] - label 1
[42.746845, 15.826982] - label 1
[14.641726, 2.284833] - label 1
[10.562472, 0.605121] - label 1
[0.466348, 9.004556] - label 1
[7.79773, 0.713346] - label 1
[5.670671, 17.451035] - label 1
[12.954248, 11.81153] - label 1
[8.436018, 13.884635] - label 1
[18.724127, 27.087217] - label 1
[2.063326, 6.390045] - label 1
[2.420753, 6.572091] - label 1
[16.59885, 1.0493] - label 1
[26.865238, 2.989456] - label 1
[7.427922, 4.222996] - label 1
[6.32492, 7.482594] - label 1
[0.019857, 3.601207] - label 1
[12.052045, 11.326328] - label 1
[7.446541, 3.063805] - label 1
[18.743996, 3.258051] - label 1
[2.424252, 22.858492] - label 1
[3.499357, 6.455596] - label 1
[2.135232, 10.628508] - label 1
[14.936338, 4.413819] - label 1
[21.063828, 12.818071] - label 1
[18.833899, 4.277146] - label 1
[1.838548, 5.080929] - label 1
[2.03037, 2.952487] - label 1
[11.452151, 2.215655] - label 1
[9.12012, 0.404825] - label 1
[17.329443, 8.339992] - label 1
[3.706317, 24.316317] - label 1
[19.38037, 7.08865] - label 1
[4.96293, 19.376131] - label 1
[12.834579, 0.208463] - label 1
[21.634085, 1.720773] - label 1
[17.301855, 9.9407] - label 1
[7.93107, 0.503188] - label 1
[6.26193, 23.200405] - label 1
[11.833429, 0.453566] - label 1
[2.524704, 3.052618] - label 1
[1.167612, 0.837678] - label 1
[22.774809, 37.757713] - label 1
[7.03917, 0.40133] - label 1
[3.851043, 9.565985] - label 1
[6.258505, 14.129849] - label 1
[12.179148, 20.80877] - label 1
[4.84284, 1.093801] - label 1
[14.853776, 0.782412] - label 1
[4.120175, 2.768056] - label 1
[4.678757, 2.108066] - label 1
[4.63694, 10.190369] - label 1
[15.967619, 13.869965] - label 1
[1.782951, 28.867466] - label 1
[7.70168, 6.20217] - label 1
[7.881278, 3.752846] - label 1
[11.461748, 21.9634] - label 1
[17.963783, 3.252557] - label 1
[11.497337, 0.338626] - label 1
[6.069703, 14.159984] - label 1
[12.023566, 1.885238] - label 1
[17.119305, 3.544496] - label 1
[2.860253, 15.031928] - label 1
[26.214813, 1.54578] - label 1
[4.771767, 21.246065] - label 1
[10.864486, 2.446444] - label 1
[0.8616, 12.259935] - label 1
[2.897697, 9.938226] - label 1
[1.773472, 28.04307] - label 1
[19.059174, 15.365361] - label 1
[3.368568, 5.976068] - label 1
[13.397549, 11.668381] - label 1
[5.568957, 18.000645] - label 1
[0.663, 8.116935] - label 1
[5.577483, 9.434986] - label 1
[10.543184, 3.607334] - label 1
[22.213482, 5.219348] - label 1
[15.689761, 0.237173] - label 1
[1.422584, 56.013866] - label 1
[7.336615, 0.422001] - label 1
[4.978483, 7.298551] - label 1
[4.041689, 9.995277] - label 1
[0.498054, 12.840087] - label 1
[17.001656, 0.081511] - label 1
[0.355688, 9.085992] - label 1
[1.790614, 10.891658] - label 1
[2.040096, 2.201952] - label 1
[0.240611, 10.980021] - label 1
[12.842292, 0.561769] - label 1
[11.677207, 83.17735] - label 1
[9.835695, 35.70632] - label 1
[0.594427, 7.722798] - label 1
[0.613879, 8.64536] - label 1
[4.406229, 14.210413] - label 1
[9.807174, 6.414359] - label 1
[0.889248, 15.016846] - label 1
[9.780356, 3.581977] - label 1
[1.715337, 16.379793] - label 1
[0.666588, 9.455391] - label 1
[12.13797, 9.686656] - label 1
[9.819387, 18.357758] - label 1
[6.883065, 1.524431] - label 1
[3.551458, 2.969722] - label 1
[6.889141, 12.378144] - label 1
[26.534739, 2.500378] - label 1
[5.807192, 1.775294] - label 1
[4.595298, 9.107973] - label 1
[39.034233, 3.476863] - label 1
[6.181763, 10.950784] - label 1
[4.026157, 16.059954] - label 1
[8.888085, 4.619488] - label 1
[22.107128, 3.551458] - label 1
[39.54637, 3.032346] - label 1
[15.70883, 7.463264] - label 1
[7.271992, 32.83221] - label 1
[21.76774, 3.310607] - label 1
[2.723076, 7.070066] - label 1
[0.966264, 2.858628] - label 1
[3.411402, 5.075857] - label 1
[9.152841, 2.896881] - label 1
[6.917748, 12.94088] - label 1
[22.52498, 0.692719] - label 1
[4.125245, 2.089619] - label 1
[0.704501, 4.610289] - label 1
[5.93289, 4.507738] - label 1
[4.761936, 24.103323] - label 1
[6.559733, 0.676706] - label 1
[7.912874, 7.405497] - label 1
[6.208982, 1.628762] - label 1
[13.233441, 0.506398] - label 1
[4.869623, 8.800877] - label 1
[11.723424, 14.977193] - label 1
[3.174281, 1.64242] - label 1
[0.318127, 6.615759] - label 1
[5.251287, 9.416187] - label 1
[1.18615, 11.785711] - label 1
[38.575912, 11.350037] - label 1
[6.38022, 2.275249] - label 1
[16.711828, 10.87263] - label 1
[3.801378, 7.622229] - label 1
[6.232859, 0.895921] - label 1
[0.042511, 3.920812] - label 1
[4.341008, 1.72331] - label 1
[0.090745, 4.085216] - label 1
[1.774201, 5.740324] - label 1
[3.916747, 1.069318] - label 1
[2.807985, 7.09051] - label 1
[15.13953, 19.42285] - label 1
[2.462048, 0.49645] - label 1
[2.779736, 16.870523] - label 1
[7.02807, 1.059813] - label 1
[1.759998, 5.142496] - label 1
[0.087358, 23.891443] - label 1
[5.697071, 7.594145] - label 1
[10.820265, 1.720773] - label 1
[0.641175, 7.397181] - label 1
[0.501262, 34.273865] - label 1
[8.140327, 13.613093] - label 1
[18.736044, 6.26764] - label 1
[8.578209, 8.913354] - label 1
[3.122852, 3.69792] - label 1
